bigram,frequency,probability,language
st,880288,0.00942718,it
no,837829,0.00897248,it
ll,831816,0.00890808,it
is,806302,0.00863485,it
ed,748190,0.00801252,it
il,738087,0.00790432,it
it,736815,0.0078907,it
si,729147,0.00780858,it
na,721132,0.00772275,it
ro,714055,0.00764696,it
ol,713727,0.00764345,it
os,701483,0.00751232,it
ca,701088,0.00750809,it
as,695754,0.00745097,it
tt,681388,0.00729712,it
ni,660336,0.00707167,it
pe,642781,0.00688367,it
me,640662,0.00686098,it
od,608947,0.00652134,it
ma,597969,0.00640377,it
ac,594271,0.00636417,it
ch,591100,0.00633021,it
ad,586987,0.00628616,it
am,584676,0.00626141,it
tr,581700,0.00622954,it
se,576821,0.00617729,it
ec,564063,0.00604067,it
pr,553868,0.00593149,it
et,552741,0.00591942,it
un,547538,0.0058637,it
ie,516147,0.00552752,it
ci,513293,0.00549696,it
om,511328,0.00547592,it
so,509581,0.00545721,it
zi,508476,0.00544537,it
da,502161,0.00537775,it
id,494522,0.00529594,it
ea,491501,0.00526359,it
ap,478656,0.00512603,it
oc,476163,0.00509933,it
ss,472846,0.00506381,it
nd,465873,0.00498913,it
im,464689,0.00497645,it
po,456561,0.00488941,it
lo,445284,0.00476864,it
ei,443999,0.00475488,it
op,430940,0.00461503,it
he,427429,0.00457743,it
ve,424438,0.0045454,it
gi,410468,0.00439579,it
mo,405173,0.00433908,it
sa,391684,0.00419463,it
ce,387440,0.00414918,it
do,385907,0.00413276,it
vi,381467,0.00408521,it
pa,378021,0.00404831,it
em,374260,0.00400803,it
ip,370905,0.0039721,it
ag,368149,0.00394259,it
ep,361462,0.00387097,it
mi,360779,0.00386366,it
ot,353704,0.00378789,it
sc,351253,0.00376164,it
nc,344012,0.0036841,it
iv,343472,0.00367832,it
rt,339126,0.00363177,it
eg,329564,0.00352937,it
oa,321568,0.00344374,it
oi,317189,0.00339685,it
ai,316983,0.00339464,it
qu,306978,0.0032875,it
tu,288731,0.00309208,it
az,288303,0.0030875,it
ut,287865,0.00308281,it
ir,287855,0.0030827,it
pi,287157,0.00307523,it
av,287062,0.00307421,it
va,287030,0.00307387,it
lt,278700,0.00298466,it
su,272374,0.00291691,it
ur,265918,0.00284778,it
bi,253643,0.00271632,it
ov,252733,0.00270658,it
ig,250714,0.00268495,it
ns,248540,0.00266167,it
fi,247915,0.00265498,it
og,242252,0.00259433,it
sp,239911,0.00256926,it
mp,234350,0.00250971,it
ee,233803,0.00250385,it
gl,227309,0.00243431,it
cc,226610,0.00242682,it
aa,223917,0.00239798,it
za,220683,0.00236335,it
ua,219693,0.00235274,it
nn,219074,0.00234611,it
vo,214770,0.00230002,it
ev,213064,0.00228175,it
ue,205984,0.00220593,it
rs,204175,0.00218656,it
ab,201745,0.00216054,it
ge,199182,0.00213309,it
hi,197720,0.00211743,it
nz,195956,0.00209854,it
ii,190848,0.00204384,it
if,189699,0.00203153,it
ng,188255,0.00201607,it
iz,182109,0.00195025,it
fa,181632,0.00194514,it
rc,180489,0.0019329,it
lu,176309,0.00188814,it
fo,174216,0.00186572,it
ae,173727,0.00186049,it
iu,173716,0.00186037,it
af,172906,0.00185169,it
oe,171588,0.00183758,it
us,168652,0.00180614,it
ul,166478,0.00178285,it
ba,166116,0.00177898,it
uo,165655,0.00177404,it
nu,165240,0.0017696,it
ga,164760,0.00176446,it
zz,163368,0.00174955,it
au,163190,0.00174764,it
lc,162873,0.00174425,it
rm,161989,0.00173478,it
gg,161812,0.00173289,it
ib,161670,0.00173136,it
gr,160304,0.00171674,it
ef,151522,0.00162269,it
cu,150337,0.00161,it
fe,148643,0.00159186,it
ui,147656,0.00158129,it
of,147007,0.00157434,it
rr,146908,0.00157328,it
eu,145802,0.00156143,it
pp,143140,0.00153292,it
be,143018,0.00153162,it
rn,142850,0.00152982,it
ha,140633,0.00150608,it
tà,133874,0.00143369,it
rd,132736,0.00142151,it
ou,131609,0.00140944,it
gn,131562,0.00140893,it
eo,130458,0.00139711,it
eb,127940,0.00137014,it
go,126455,0.00135424,it
lp,125601,0.0013451,it
du,124712,0.00133557,it
lm,120913,0.00129489,it
ob,118907,0.00127341,it
br,115357,0.00123539,it
cr,113349,0.00121389,it
ru,112837,0.0012084,it
pu,111334,0.00119231,it
rl,109877,0.0011767,it
ls,107948,0.00115605,it
mm,107910,0.00115564,it
ff,107889,0.00115541,it
oo,102553,0.00109827,it
mb,102525,0.00109797,it
nf,101852,0.00109076,it
bb,97289,0.0010419,it
bo,94824,0.0010155,it
np,93347,0.00099968,it
ez,92395,0.00098949,it
ho,91282,0.00097757,it
gu,90125,0.00096518,it
um,89967,0.00096348,it
fr,86188,0.00092301,it
uc,84104,0.0009007,it
ld,78430,0.00083993,it
rg,78367,0.00083926,it
bl,77713,0.00083225,it
pl,76865,0.00082317,it
nv,76486,0.00081911,it
mu,74685,0.00079983,it
nl,73848,0.00079086,it
cl,70084,0.00075055,it
rp,68243,0.00073084,it
zo,67455,0.0007224,it
rv,66204,0.000709,it
eq,65248,0.00069876,it
th,65096,0.00069714,it
up,65068,0.00069684,it
ao,64030,0.00068572,it
iù,59409,0.00063623,it
dr,59125,0.00063319,it
ub,57108,0.00061159,it
bu,56960,0.00061001,it
ud,55043,0.00058948,it
nm,54363,0.00058219,it
aq,53322,0.00057105,it
lg,52139,0.00055838,it
fu,50155,0.00053713,it
eh,49404,0.00052909,it
ze,49304,0.00052802,it
sm,48737,0.00052194,it
lv,47448,0.00050814,it
ug,46394,0.00049685,it
iq,45381,0.000486,it
sh,44782,0.00047959,it
àd,44753,0.00047928,it
lf,44473,0.00047628,it
nq,42749,0.00045782,it
ke,42716,0.00045746,it
lr,42433,0.00045443,it
ts,41329,0.00044261,it
gh,39728,0.00042547,it
uz,39727,0.00042545,it
lb,39177,0.00041956,it
rà,38220,0.00040932,it
oq,37990,0.00040685,it
ln,36825,0.00039438,it
ow,36637,0.00039236,it
rb,36105,0.00038667,it
oè,35330,0.00037837,it
nr,34733,0.00037197,it
ct,34573,0.00037026,it
eè,34202,0.00036629,it
ew,33163,0.00035516,it
sf,32585,0.00034897,it
ih,32568,0.00034879,it
tp,32566,0.00034877,it
tc,32226,0.00034512,it
dd,31835,0.00034094,it
oh,31682,0.0003393,it
rf,31664,0.00033911,it
nb,31597,0.00033839,it
ex,31378,0.00033604,it
ah,31358,0.00033583,it
vv,31047,0.0003325,it
wi,30504,0.00032668,it
ay,30238,0.00032384,it
ck,29560,0.00031657,it
ki,28417,0.00030433,it
ès,28237,0.00030241,it
we,28163,0.00030161,it
ok,27202,0.00029132,it
rz,27201,0.00029131,it
ak,27020,0.00028937,it
sv,26718,0.00028614,it
aè,26641,0.00028531,it
sl,25972,0.00027815,it
sd,25704,0.00027528,it
wa,25546,0.00027359,it
iè,24877,0.00026642,it
ht,24850,0.00026613,it
fl,23637,0.00025314,it
oz,23488,0.00025155,it
ps,23485,0.00025152,it
td,22234,0.00023812,it
ik,22179,0.00023753,it
ds,21768,0.00023313,it
cq,21564,0.00023094,it
uf,20977,0.00022466,it
èu,20769,0.00022243,it
sb,20342,0.00021786,it
tm,20152,0.00021582,it
ry,19839,0.00021247,it
ka,19753,0.00021155,it
sn,19637,0.00021031,it
ms,19582,0.00020972,it
ww,19396,0.00020773,it
tl,19320,0.00020691,it
ty,19272,0.0002064,it
vr,19045,0.00020397,it
ph,18684,0.0002001,it
vu,18467,0.00019778,it
cn,18004,0.00019282,it
hé,17947,0.00019221,it
ys,17885,0.00019154,it
rk,17847,0.00019114,it
yo,17442,0.0001868,it
wo,17080,0.00018292,it
ya,17029,0.00018238,it
ly,16832,0.00018027,it
èi,16749,0.00017938,it
àa,16561,0.00017737,it
gs,16508,0.0001768,it
sk,16420,0.00017586,it
èp,16045,0.00017184,it
nh,15776,0.00016896,it
tn,15773,0.00016893,it
àc,15772,0.00016892,it
uò,15670,0.00016782,it
nk,15373,0.00016464,it
km,15224,0.00016305,it
sì,15112,0.00016185,it
dc,14981,0.00016045,it
tw,14947,0.00016008,it
ài,14749,0.00015796,it
àp,14699,0.00015743,it
ey,14657,0.00015698,it
ws,14631,0.0001567,it
dl,14603,0.0001564,it
àe,14183,0.0001519,it
sr,14101,0.00015102,it
pt,14097,0.00015098,it
aw,13970,0.00014962,it
lh,13930,0.00014919,it
ft,13735,0.0001471,it
èc,13219,0.00014158,it
èa,13143,0.00014076,it
sg,13078,0.00014007,it
ek,13076,0.00014004,it
nè,13056,0.00013983,it
dp,12918,0.00013835,it
cs,12895,0.00013811,it
às,12859,0.00013772,it
cm,12836,0.00013747,it
md,12803,0.00013712,it
mc,12783,0.00013691,it
ax,12781,0.00013688,it
yp,12387,0.00013267,it
yc,12209,0.00013076,it
ox,12062,0.00012918,it
ko,12048,0.00012903,it
èd,11906,0.00012751,it
ks,11844,0.00012685,it
èl,11658,0.00012486,it
rq,11609,0.00012433,it
by,11584,0.00012407,it
ja,11502,0.00012319,it
sw,11472,0.00012287,it
tb,11332,0.00012137,it
pc,11221,0.00012018,it
ye,11115,0.00011904,it
tv,11044,0.00011828,it
dt,10655,0.00011412,it
pd,10575,0.00011326,it
tf,10525,0.00011272,it
dm,10297,0.00011028,it
ià,10285,0.00011015,it
jo,10103,0.00010821,it
yl,10029,0.00010741,it
sq,10019,0.00010731,it
rò,9954,0.00010661,it
db,9871,0.00010572,it
dì,9851,0.00010551,it
ml,9657,0.00010343,it
xi,9528,0.00010205,it
je,9510,0.00010186,it
tg,9469,0.00010142,it
hu,9288,9.948e-05,it
cd,9272,9.931e-05,it
df,9181,9.833e-05,it
xp,9033,9.675e-05,it
àl,9001,9.64e-05,it
wh,8958,9.594e-05,it
gp,8931,9.565e-05,it
lq,8893,9.525e-05,it
xt,8821,9.448e-05,it
gc,8791,9.416e-05,it
yt,8756,9.378e-05,it
cè,8687,9.304e-05,it
dg,8617,9.229e-05,it
mg,8611,9.223e-05,it
yd,8568,9.177e-05,it
bs,8517,9.122e-05,it
aj,8470,9.072e-05,it
ny,8463,9.064e-05,it
ym,8437,9.036e-05,it
ix,8370,8.965e-05,it
wn,8216,8.8e-05,it
gd,8103,8.679e-05,it
gm,8094,8.669e-05,it
gt,8085,8.659e-05,it
ju,8047,8.619e-05,it
hr,7958,8.523e-05,it
uv,7847,8.405e-05,it
iw,7826,8.382e-05,it
dv,7748,8.299e-05,it
mt,7733,8.282e-05,it
yi,7653,8.197e-05,it
gb,7534,8.069e-05,it
yb,7473,8.004e-05,it
pm,7422,7.949e-05,it
zu,7278,7.795e-05,it
dn,7209,7.721e-05,it
xc,7167,7.676e-05,it
mh,7160,7.669e-05,it
ej,7109,7.614e-05,it
hs,7102,7.607e-05,it
oy,7007,7.505e-05,it
hp,6949,7.443e-05,it
dh,6920,7.412e-05,it
rw,6905,7.396e-05,it
lz,6839,7.325e-05,it
ùd,6838,7.324e-05,it
ùa,6796,7.279e-05,it
yn,6792,7.275e-05,it
ij,6760,7.24e-05,it
iò,6744,7.223e-05,it
sy,6596,7.065e-05,it
àn,6577,7.045e-05,it
rh,6550,7.016e-05,it
xa,6523,6.987e-05,it
lw,6394,6.849e-05,it
bc,6367,6.82e-05,it
cy,6312,6.761e-05,it
cp,6296,6.744e-05,it
ùc,6290,6.737e-05,it
yr,6270,6.716e-05,it
òc,6182,6.621e-05,it
xe,6176,6.615e-05,it
lk,6113,6.548e-05,it
xx,6107,6.541e-05,it
oj,6095,6.528e-05,it
mf,6093,6.526e-05,it
hm,6006,6.433e-05,it
uu,5952,6.375e-05,it
bd,5895,6.314e-05,it
dy,5854,6.27e-05,it
nw,5804,6.217e-05,it
hn,5797,6.209e-05,it
èm,5712,6.118e-05,it
ku,5653,6.055e-05,it
dw,5649,6.051e-05,it
hd,5597,5.995e-05,it
àm,5588,5.985e-05,it
uk,5587,5.984e-05,it
kc,5555,5.95e-05,it
fc,5525,5.918e-05,it
èn,5514,5.906e-05,it
xs,5450,5.838e-05,it
èr,5437,5.824e-05,it
my,5427,5.813e-05,it
hc,5303,5.68e-05,it
ùs,5262,5.636e-05,it
kl,5260,5.634e-05,it
ùp,5243,5.616e-05,it
fs,5220,5.591e-05,it
pw,5212,5.583e-05,it
hl,5182,5.551e-05,it
kt,5177,5.545e-05,it
ùi,5149,5.515e-05,it
wc,5127,5.492e-05,it
ky,4977,5.331e-05,it
dè,4964,5.317e-05,it
kd,4956,5.309e-05,it
mr,4934,5.285e-05,it
vs,4850,5.195e-05,it
mn,4842,5.186e-05,it
kr,4840,5.184e-05,it
kp,4794,5.135e-05,it
yf,4753,5.091e-05,it
kb,4677,5.01e-05,it
ux,4645,4.975e-05,it
òe,4619,4.948e-05,it
èq,4547,4.871e-05,it
àu,4526,4.848e-05,it
bp,4521,4.843e-05,it
pn,4500,4.82e-05,it
hè,4481,4.8e-05,it
kn,4479,4.798e-05,it
nj,4463,4.781e-05,it
wp,4433,4.748e-05,it
pg,4420,4.735e-05,it
xm,4325,4.633e-05,it
èf,4286,4.591e-05,it
òa,4255,4.558e-05,it
àr,4180,4.478e-05,it
gf,4164,4.46e-05,it
mq,4125,4.419e-05,it
èt,4106,4.398e-05,it
bm,4086,4.377e-05,it
cb,4022,4.308e-05,it
cf,3951,4.232e-05,it
tz,3932,4.212e-05,it
wr,3914,4.193e-05,it
fd,3894,4.171e-05,it
àt,3889,4.166e-05,it
hy,3850,4.124e-05,it
yh,3785,4.054e-05,it
vc,3770,4.038e-05,it
fp,3769,4.037e-05,it
pz,3757,4.025e-05,it
kg,3756,4.023e-05,it
kh,3741,4.007e-05,it
àf,3714,3.978e-05,it
yw,3689,3.952e-05,it
vd,3687,3.95e-05,it
yg,3686,3.948e-05,it
uq,3634,3.893e-05,it
xd,3629,3.887e-05,it
ji,3531,3.782e-05,it
ìc,3519,3.77e-05,it
bn,3494,3.743e-05,it
lè,3467,3.714e-05,it
kf,3461,3.708e-05,it
yu,3458,3.704e-05,it
wb,3453,3.699e-05,it
mv,3426,3.67e-05,it
ùv,3345,3.583e-05,it
xl,3315,3.551e-05,it
bt,3307,3.543e-05,it
èv,3299,3.534e-05,it
ìa,3291,3.525e-05,it
ào,3273,3.506e-05,it
gy,3266,3.499e-05,it
sè,3236,3.467e-05,it
mw,3222,3.452e-05,it
èe,3163,3.388e-05,it
és,3155,3.38e-05,it
hh,3113,3.335e-05,it
yv,3062,3.28e-05,it
xr,3043,3.26e-05,it
kw,3041,3.258e-05,it
ùg,3012,3.227e-05,it
ùf,3011,3.226e-05,it
fb,2998,3.212e-05,it
él,2992,3.205e-05,it
pf,2990,3.203e-05,it
hb,2917,3.125e-05,it
ùe,2897,3.104e-05,it
òs,2893,3.099e-05,it
àv,2887,3.093e-05,it
wt,2884,3.09e-05,it
pb,2883,3.089e-05,it
cg,2875,3.08e-05,it
xb,2873,3.078e-05,it
èg,2867,3.071e-05,it
hf,2852,3.055e-05,it
ùr,2846,3.049e-05,it
py,2826,3.027e-05,it
òd,2805,3.005e-05,it
jp,2783,2.981e-05,it
fm,2744,2.94e-05,it
cv,2729,2.924e-05,it
xf,2710,2.903e-05,it
xy,2702,2.895e-05,it
éi,2702,2.895e-05,it
gv,2698,2.89e-05,it
wl,2673,2.864e-05,it
wd,2633,2.821e-05,it
xo,2631,2.819e-05,it
ùb,2623,2.81e-05,it
vp,2609,2.795e-05,it
àg,2604,2.79e-05,it
ìs,2591,2.776e-05,it
tè,2521,2.701e-05,it
mk,2515,2.694e-05,it
hw,2510,2.689e-05,it
kk,2509,2.688e-05,it
òi,2502,2.681e-05,it
wy,2500,2.678e-05,it
ìd,2496,2.674e-05,it
rj,2496,2.674e-05,it
òp,2475,2.652e-05,it
pv,2469,2.645e-05,it
lj,2460,2.636e-05,it
bf,2451,2.626e-05,it
iy,2445,2.619e-05,it
sx,2419,2.592e-05,it
wm,2418,2.591e-05,it
gk,2410,2.582e-05,it
xv,2405,2.577e-05,it
èo,2395,2.566e-05,it
uh,2385,2.555e-05,it
éc,2383,2.553e-05,it
wf,2382,2.552e-05,it
tk,2366,2.535e-05,it
gw,2359,2.527e-05,it
né,2348,2.516e-05,it
dj,2335,2.502e-05,it
én,2334,2.501e-05,it
tx,2317,2.482e-05,it
tq,2286,2.449e-05,it
ùl,2283,2.446e-05,it
hg,2223,2.382e-05,it
bg,2217,2.375e-05,it
tj,2204,2.361e-05,it
xn,2135,2.287e-05,it
fè,2114,2.265e-05,it
xh,2107,2.257e-05,it
vl,2104,2.254e-05,it
lx,2094,2.244e-05,it
èb,2087,2.236e-05,it
éd,2077,2.225e-05,it
nx,2075,2.223e-05,it
sé,2070,2.218e-05,it
rè,2056,2.203e-05,it
fg,2041,2.187e-05,it
mx,2038,2.184e-05,it
éa,2023,2.168e-05,it
js,2021,2.165e-05,it
sz,2008,2.151e-05,it
àq,1984,2.126e-05,it
sj,1977,2.118e-05,it
ìl,1923,2.06e-05,it
àè,1907,2.043e-05,it
vn,1899,2.035e-05,it
xu,1894,2.029e-05,it
ìm,1862,1.995e-05,it
lì,1844,1.976e-05,it
bh,1840,1.972e-05,it
fy,1810,1.939e-05,it
zc,1805,1.934e-05,it
ìi,1802,1.931e-05,it
ép,1794,1.922e-05,it
yk,1793,1.921e-05,it
òl,1777,1.904e-05,it
ìn,1777,1.904e-05,it
òn,1769,1.896e-05,it
uy,1756,1.882e-05,it
àb,1733,1.857e-05,it
vy,1732,1.856e-05,it
uw,1711,1.833e-05,it
dk,1709,1.831e-05,it
zs,1708,1.83e-05,it
cw,1704,1.826e-05,it
xg,1694,1.815e-05,it
wg,1688,1.809e-05,it
qa,1678,1.798e-05,it
px,1677,1.797e-05,it
dx,1650,1.768e-05,it
hk,1650,1.768e-05,it
rx,1612,1.727e-05,it
fn,1610,1.725e-05,it
qc,1593,1.707e-05,it
ìp,1588,1.702e-05,it
vm,1576,1.689e-05,it
ùn,1567,1.679e-05,it
mè,1559,1.671e-05,it
zd,1555,1.666e-05,it
kv,1536,1.646e-05,it
xw,1526,1.635e-05,it
hz,1510,1.618e-05,it
zp,1506,1.614e-05,it
zh,1505,1.613e-05,it
zm,1485,1.591e-05,it
vt,1469,1.574e-05,it
vg,1411,1.512e-05,it
ée,1408,1.509e-05,it
fw,1405,1.506e-05,it
uj,1403,1.504e-05,it
dq,1386,1.485e-05,it
hv,1378,1.477e-05,it
òr,1375,1.474e-05,it
vb,1366,1.464e-05,it
fh,1347,1.444e-05,it
ìg,1342,1.438e-05,it
ùt,1338,1.434e-05,it
là,1323,1.418e-05,it
zl,1312,1.406e-05,it
fv,1308,1.402e-05,it
sù,1297,1.39e-05,it
bw,1293,1.386e-05,it
qs,1292,1.385e-05,it
zt,1278,1.37e-05,it
ùo,1269,1.36e-05,it
ùm,1269,1.36e-05,it
dà,1268,1.359e-05,it
yj,1267,1.358e-05,it
òf,1267,1.358e-05,it
qt,1263,1.354e-05,it
ém,1253,1.343e-05,it
ré,1243,1.332e-05,it
wu,1240,1.329e-05,it
wx,1180,1.265e-05,it
wq,1163,1.247e-05,it
bv,1131,1.212e-05,it
té,1126,1.207e-05,it
qi,1121,1.202e-05,it
zn,1116,1.196e-05,it
qr,1111,1.191e-05,it
wv,1095,1.174e-05,it
ìf,1094,1.173e-05,it
qp,1092,1.171e-05,it
zy,1082,1.16e-05,it
cz,1080,1.158e-05,it
ér,1079,1.157e-05,it
qw,1075,1.152e-05,it
ét,1072,1.149e-05,it
xq,1071,1.148e-05,it
tò,1063,1.139e-05,it
ìe,1044,1.119e-05,it
yy,1030,1.104e-05,it
àh,1023,1.097e-05,it
vf,1023,1.097e-05,it
òm,1018,1.091e-05,it
mj,1014,1.087e-05,it
pk,997,1.069e-05,it
nò,995,1.067e-05,it
yq,987,1.058e-05,it
wk,982,1.053e-05,it
dz,982,1.053e-05,it
gq,971,1.041e-05,it
zw,960,1.029e-05,it
bk,950,1.018e-05,it
qd,946,1.014e-05,it
ùu,926,9.93e-06,it
gx,924,9.91e-06,it
òv,922,9.88e-06,it
yz,919,9.85e-06,it
bj,914,9.8e-06,it
zr,907,9.72e-06,it
zb,906,9.71e-06,it
òu,903,9.68e-06,it
pq,882,9.46e-06,it
ql,882,9.46e-06,it
vh,857,9.19e-06,it
kj,846,9.07e-06,it
tù,843,9.04e-06,it
zg,836,8.96e-06,it
fk,833,8.93e-06,it
qx,826,8.86e-06,it
yx,821,8.8e-06,it
lò,819,8.78e-06,it
éu,816,8.75e-06,it
òt,815,8.74e-06,it
gj,810,8.69e-06,it
vw,806,8.64e-06,it
ìo,799,8.57e-06,it
xz,767,8.22e-06,it
qe,758,8.13e-06,it
hq,757,8.12e-06,it
pò,750,8.04e-06,it
yè,748,8.02e-06,it
éè,743,7.97e-06,it
gè,734,7.87e-06,it
cx,732,7.85e-06,it
bq,729,7.82e-06,it
zv,726,7.79e-06,it
zf,720,7.72e-06,it
ón,716,7.68e-06,it
éq,712,7.64e-06,it
ìt,707,7.58e-06,it
fj,707,7.58e-06,it
zq,704,7.55e-06,it
lé,697,7.48e-06,it
òo,696,7.46e-06,it
fx,693,7.43e-06,it
jr,685,7.35e-06,it
qn,684,7.34e-06,it
gz,676,7.25e-06,it
jq,675,7.24e-06,it
év,668,7.16e-06,it
dé,667,7.15e-06,it
jc,667,7.15e-06,it
ìv,663,7.11e-06,it
zx,655,7.03e-06,it
fq,650,6.97e-06,it
qo,648,6.95e-06,it
cj,647,6.94e-06,it
bx,641,6.88e-06,it
qm,628,6.74e-06,it
qf,626,6.71e-06,it
sà,620,6.65e-06,it
ég,617,6.62e-06,it
pj,616,6.61e-06,it
pè,615,6.6e-06,it
xk,608,6.52e-06,it
wz,607,6.51e-06,it
jk,606,6.5e-06,it
kè,600,6.44e-06,it
qb,598,6.41e-06,it
xj,595,6.38e-06,it
pà,587,6.3e-06,it
bè,586,6.29e-06,it
hx,585,6.28e-06,it
vk,577,6.19e-06,it
zk,574,6.16e-06,it
jl,569,6.1e-06,it
mz,567,6.08e-06,it
ìu,565,6.06e-06,it
òg,560,6.01e-06,it
qz,558,5.99e-06,it
hj,556,5.97e-06,it
fz,555,5.95e-06,it
vq,537,5.76e-06,it
òè,530,5.69e-06,it
rì,530,5.69e-06,it
éf,526,5.64e-06,it
jm,524,5.62e-06,it
jt,522,5.6e-06,it
kz,522,5.6e-06,it
cò,504,5.41e-06,it
qg,492,5.28e-06,it
qv,489,5.25e-06,it
éo,484,5.19e-06,it
kq,468,5.02e-06,it
jn,468,5.02e-06,it
nù,455,4.88e-06,it
ió,455,4.88e-06,it
qh,448,4.81e-06,it
mé,441,4.73e-06,it
ür,440,4.72e-06,it
jd,436,4.68e-06,it
dò,435,4.67e-06,it
añ,428,4.59e-06,it
tá,419,4.5e-06,it
ìr,417,4.48e-06,it
vx,416,4.47e-06,it
jf,415,4.46e-06,it
vè,411,4.41e-06,it
éh,411,4.41e-06,it
òq,405,4.35e-06,it
ño,397,4.26e-06,it
bz,393,4.22e-06,it
zj,392,4.21e-06,it
kx,385,4.13e-06,it
tã,380,4.08e-06,it
wj,373,4.01e-06,it
jb,373,4.01e-06,it
qq,370,3.97e-06,it
ãã,370,3.97e-06,it
eé,366,3.93e-06,it
éb,366,3.93e-06,it
ùq,365,3.92e-06,it
sò,364,3.91e-06,it
ié,363,3.9e-06,it
uè,356,3.82e-06,it
oé,352,3.78e-06,it
pé,350,3.76e-06,it
nç,343,3.68e-06,it
èè,339,3.64e-06,it
án,339,3.64e-06,it
ão,336,3.61e-06,it
ké,334,3.59e-06,it
ìè,333,3.58e-06,it
ìb,328,3.52e-06,it
ôt,326,3.5e-06,it
ça,321,3.45e-06,it
jj,316,3.39e-06,it
òb,314,3.37e-06,it
vz,311,3.34e-06,it
xè,309,3.32e-06,it
jg,309,3.32e-06,it
mò,308,3.31e-06,it
qy,304,3.27e-06,it
ía,300,3.22e-06,it
hô,300,3.22e-06,it
jh,299,3.21e-06,it
vò,298,3.2e-06,it
aé,279,3e-06,it
bù,276,2.97e-06,it
ât,272,2.92e-06,it
òh,270,2.9e-06,it
èh,267,2.87e-06,it
nà,267,2.87e-06,it
jv,265,2.85e-06,it
ör,264,2.84e-06,it
ìh,262,2.82e-06,it
ìq,262,2.82e-06,it
ña,257,2.76e-06,it
fü,256,2.75e-06,it
iã,250,2.69e-06,it
fé,249,2.68e-06,it
ùè,247,2.66e-06,it
cì,245,2.63e-06,it
uì,243,2.61e-06,it
cé,237,2.55e-06,it
tì,235,2.53e-06,it
rí,232,2.5e-06,it
ás,225,2.42e-06,it
lù,217,2.33e-06,it
bé,215,2.31e-06,it
rá,215,2.31e-06,it
ál,214,2.3e-06,it
rù,213,2.29e-06,it
ço,211,2.27e-06,it
če,209,2.25e-06,it
zò,206,2.22e-06,it
ùh,206,2.22e-06,it
àw,205,2.21e-06,it
hâ,204,2.2e-06,it
jw,202,2.17e-06,it
är,202,2.17e-06,it
üs,201,2.16e-06,it
rü,197,2.12e-06,it
má,195,2.1e-06,it
hö,194,2.09e-06,it
ün,193,2.08e-06,it
vé,187,2.01e-06,it
zè,186,2e-06,it
dü,181,1.95e-06,it
fà,180,1.94e-06,it
jz,180,1.94e-06,it
eà,180,1.94e-06,it
ić,180,1.94e-06,it
lá,178,1.92e-06,it
mü,177,1.91e-06,it
jy,172,1.85e-06,it
ãd,172,1.85e-06,it
än,171,1.84e-06,it
gé,167,1.8e-06,it
ár,166,1.79e-06,it
ué,166,1.79e-06,it
nì,164,1.77e-06,it
lâ,164,1.77e-06,it
vj,160,1.72e-06,it
ín,159,1.71e-06,it
aç,157,1.69e-06,it
rã,157,1.69e-06,it
šk,156,1.68e-06,it
rä,155,1.67e-06,it
ön,155,1.67e-06,it
ró,153,1.65e-06,it
gò,153,1.65e-06,it
oã,151,1.63e-06,it
tü,146,1.57e-06,it
qj,145,1.56e-06,it
ná,142,1.53e-06,it
aª,139,1.5e-06,it
ãs,138,1.49e-06,it
üh,137,1.48e-06,it
tí,136,1.47e-06,it
êt,135,1.46e-06,it
iú,134,1.45e-06,it
iš,134,1.45e-06,it
ãc,132,1.42e-06,it
ät,131,1.41e-06,it
wè,129,1.39e-06,it
tó,128,1.38e-06,it
pì,128,1.38e-06,it
ló,127,1.37e-06,it
ße,126,1.36e-06,it
cà,124,1.34e-06,it
çã,123,1.33e-06,it
uê,122,1.32e-06,it
ís,122,1.32e-06,it
àk,122,1.32e-06,it
rö,120,1.3e-06,it
ül,119,1.29e-06,it
sã,118,1.27e-06,it
ãa,117,1.26e-06,it
ič,116,1.25e-06,it
lä,116,1.25e-06,it
jx,115,1.24e-06,it
tä,114,1.23e-06,it
ös,114,1.23e-06,it
mä,114,1.23e-06,it
éj,113,1.22e-06,it
eñ,112,1.21e-06,it
ês,112,1.21e-06,it
ªg,112,1.21e-06,it
ów,109,1.18e-06,it
qk,108,1.17e-06,it
jö,108,1.17e-06,it
üb,108,1.17e-06,it
mó,108,1.17e-06,it
èk,106,1.15e-06,it
íc,106,1.15e-06,it
či,106,1.15e-06,it
lü,106,1.15e-06,it
hä,106,1.15e-06,it
eš,104,1.12e-06,it
iá,103,1.11e-06,it
äu,103,1.11e-06,it
bì,102,1.1e-06,it
aã,101,1.09e-06,it
kö,101,1.09e-06,it
ãi,101,1.09e-06,it
üc,100,1.08e-06,it
há,100,1.08e-06,it
ád,97,1.05e-06,it
àz,95,1.03e-06,it
oë,95,1.03e-06,it
oč,95,1.03e-06,it
ča,93,1.01e-06,it
có,93,1.01e-06,it
ži,91,9.9e-07,it
gü,91,9.9e-07,it
eã,91,9.9e-07,it
öl,91,9.9e-07,it
àj,90,9.7e-07,it
ãp,90,9.7e-07,it
aâ,90,9.7e-07,it
iñ,89,9.6e-07,it
hã,89,9.6e-07,it
ål,89,9.6e-07,it
hà,88,9.5e-07,it
gö,88,9.5e-07,it
lö,87,9.4e-07,it
